#styr												
1
#endyr												
30
#rec_age										
1															
#n_ages										
12
# numbers of length intervals
81
#Length	bin
10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90
#nfsh
1
#names_fsh
FLEET1												
#catch												
110.643587441895	316.425915849102	514.751976390851	670.812111598279	523.682669086243	908.35293466145	882.735977529942	1736.73239781707	969.220350389292	1147.21015205498	1266.87383813689	1303.13042016609	922.214718255954	1342.21885591825	1382.55524564257	1193.52789742123	2207.06526521726	1627.68246453164	1528.52381240546	1416.52950861979	1785.63539428685	1198.81382917137	1843.71858436	1391.25130982304	1324.95895927634	1158.53344222629	1136.38540260283	1537.49865084869	1167.41454700938	1683.25404504994
#catch_cv											
0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
#n_ages_fsh								
30		
#n_lengths_fsh								
0															
#yrs_ages_fsh								
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	
#sample_ages_fsh							
200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200
#page_fsh	2	3	4	5	6	7	8	9	10	11						
0.025	0.045	0.075	0.135	0.135	0.105	0.165	0.115	0.065	0.03	0.035	0.07
0.015	0.055	0.105	0.125	0.155	0.11	0.115	0.085	0.1	0.02	0.02	0.095
0.015	0.035	0.1	0.155	0.19	0.14	0.08	0.06	0.055	0.05	0.02	0.1
0.01	0.08	0.095	0.11	0.115	0.16	0.13	0.1	0.05	0.02	0.035	0.095
0.02	0.035	0.11	0.16	0.135	0.135	0.135	0.085	0.03	0.055	0.035	0.065
0.02	0.07	0.08	0.17	0.13	0.15	0.09	0.09	0.055	0.06	0.015	0.07
0.025	0.04	0.105	0.125	0.135	0.185	0.1	0.08	0.055	0.045	0.02	0.085
0.04	0.045	0.075	0.15	0.14	0.17	0.1	0.075	0.06	0.045	0.01	0.09
0.025	0.04	0.065	0.175	0.22	0.095	0.09	0.09	0.06	0.035	0.02	0.085
0.05	0.04	0.1	0.095	0.165	0.145	0.105	0.08	0.06	0.06	0.01	0.09
0.005	0.09	0.135	0.18	0.15	0.125	0.075	0.045	0.055	0.03	0.04	0.07
0.05	0.045	0.16	0.095	0.12	0.175	0.075	0.075	0.055	0.05	0.03	0.07
0.03	0.07	0.1	0.165	0.145	0.125	0.125	0.055	0.06	0.015	0.015	0.095
0.04	0.04	0.09	0.14	0.24	0.105	0.1	0.09	0.04	0.035	0.01	0.07
0.02	0.065	0.095	0.18	0.18	0.135	0.075	0.085	0.045	0.01	0.045	0.065
0.005	0.025	0.165	0.14	0.21	0.125	0.14	0.06	0.03	0.03	0.015	0.055
